"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b[180] Los Angeles Times",-0.553790492761785,-0.544498,-0.437959874469515,11001,0.95,-2.88125,1.57636,NA,NA,NA,NA,NA,NA,NA
"b[181] Louis Harris & Associates",0.257132738579311,0.261172,-0.168636838555125,11001,0.95,-5.31887,5.37789,NA,NA,NA,NA,NA,NA,NA
"b[182] Louisville Courier-Journal",-1.34012848760607,-1.33989,-1.31342306688802,11001,0.95,-4.62265,2.1203,NA,NA,NA,NA,NA,NA,NA
"b[183] Lucid",3.1853403748332,3.18107,3.15089906468497,11001,0.95,1.03043,5.34257,NA,NA,NA,NA,NA,NA,NA
"b[184] Lycoming College",3.78108018743802,3.73667,3.67078218401099,11001,0.95,-1.0142,8.67536,NA,NA,NA,NA,NA,NA,NA
"b[185] M4 Strategies",-1.56254208922171,-1.5728,-2.17711763416202,11001,0.95,-6.84677,3.70183,NA,NA,NA,NA,NA,NA,NA
"b[186] Magellan Strategies",-1.76183020804209,-1.75587,-1.57669627202453,10595.3,0.95,-4.80159,1.31369,NA,NA,NA,NA,NA,NA,NA
"b[187] Maine People's Resource Center",0.114484200073921,0.107532,0.0056692950157613,11001,0.95,-2.80687,3.01119,NA,NA,NA,NA,NA,NA,NA
"b[188] Manhattanville College",-3.86136601671639,-3.86259,-3.98665969399186,10924.5,0.95,-9.05444,1.6276,NA,NA,NA,NA,NA,NA,NA
"b[189] MarblePort",-2.64075627969386,-2.60717,-2.51771027353277,11001,0.95,-8.17117,2.46919,NA,NA,NA,NA,NA,NA,NA
"b[190] Marist College",-0.657535881364676,-0.65768,-0.619564628124874,10629.1,0.95,-1.73066,0.456939,NA,NA,NA,NA,NA,NA,NA
"b[191] Market Decisions",-0.782313008475957,-0.792841,-0.74877522035271,11001,0.95,-5.10576,3.74098,NA,NA,NA,NA,NA,NA,NA
"b[192] Market Research Insight",2.96136473498591,2.95026,2.80852341148294,11001,0.95,-0.12039,6.04436,NA,NA,NA,NA,NA,NA,NA
"b[193] Market Research Institute Inc.",0.24212198498382,0.222018,0.0390494820434757,11001,0.95,-3.03772,3.13071,NA,NA,NA,NA,NA,NA,NA
"b[194] Market Shares Corp.",-3.95996574875011,-3.95931,-3.96094477416368,11001,0.95,-6.2138,-1.66094,NA,NA,NA,NA,NA,NA,NA
"b[195] Market Solutions Group",-0.20659116247932,-0.203293,-0.316347728747827,11001,0.95,-5.62881,5.12922,NA,NA,NA,NA,NA,NA,NA
"b[196] Market Strategies International",-0.427371892096537,-0.397871,-0.202669948608499,11001,0.95,-6.31394,5.76637,NA,NA,NA,NA,NA,NA,NA
"b[197] Market Trends Pacific",1.21144858351445,1.17164,1.44800364512623,10657.7,0.95,-4.64396,7.51561,NA,NA,NA,NA,NA,NA,NA
"b[198] MarketAide Services Inc.",3.09553062147287,3.05246,2.94261615978387,11001,0.95,-2.78967,9.1791,NA,NA,NA,NA,NA,NA,NA
"b[199] Marketing Research Institute",-2.23609485929588,-2.26841,-2.69423252828054,11001,0.95,-8.26233,3.76937,NA,NA,NA,NA,NA,NA,NA
"b[200] Marketing Resource Group (MRG)",0.999925823622398,0.992296,0.985799798189171,11001,0.95,-2.8132,4.81144,NA,NA,NA,NA,NA,NA,NA
"b[201] Marketing Workshop",0.945697004640396,0.960235,0.937685077907947,11001,0.95,-2.84421,4.55968,NA,NA,NA,NA,NA,NA,NA
"b[202] Marquette University Law School",0.54609319651568,0.532503,0.393434940006988,11001,0.95,-2.8493,4.08351,NA,NA,NA,NA,NA,NA,NA
"b[203] Marshall Marketing & Communications",-1.78371885482983,-1.78403,-1.36578540788859,11740,0.95,-6.58752,3.04758,NA,NA,NA,NA,NA,NA,NA
"b[204] Mason Strategies",0.445209342130079,0.456588,0.252708260037794,11001,0.95,-5.47862,6.56648,NA,NA,NA,NA,NA,NA,NA
"b[205] Mason-Dixon Polling & Strategy",-1.01129927792837,-1.01108,-1.00227261644086,10312.5,0.95,-1.64559,-0.371561,NA,NA,NA,NA,NA,NA,NA
"b[206] Massie & Associates",-10.9388858161985,-10.9278,-10.892640565562,11001,0.95,-16.5076,-5.4041,NA,NA,NA,NA,NA,NA,NA
"b[207] MassINC Polling Group",-2.25402522985801,-2.24618,-2.02999672429944,11001,0.95,-5.27361,0.620548,NA,NA,NA,NA,NA,NA,NA
"b[208] McCulloch Research & Polling",-3.5980294033227,-3.58366,-3.21227600547061,11130.5,0.95,-8.0088,0.93835,NA,NA,NA,NA,NA,NA,NA
"b[209] McKeon & Associates",1.24546085994282,1.25353,1.39890740998848,11001,0.95,-4.13446,6.54437,NA,NA,NA,NA,NA,NA,NA
"b[210] McLaughlin & Associates",-2.1991195705914,-2.20537,-2.31206423378261,11001,0.95,-4.44186,-0.0709261,NA,NA,NA,NA,NA,NA,NA
"b[211] Meeting Street Research",0.699395847047905,0.666306,0.189311205375583,11001,0.95,-5.39309,6.79134,NA,NA,NA,NA,NA,NA,NA
"b[212] Mellman Group",3.68480574793201,3.67159,3.53647622450816,11001,0.95,1.33478,5.89574,NA,NA,NA,NA,NA,NA,NA
"b[213] Mercyhurst University",-0.296433364615944,-0.332794,-0.242524775554161,11001,0.95,-6.44499,5.91016,NA,NA,NA,NA,NA,NA,NA
"b[214] Michigan State University",-0.40074874883546,-0.369397,-0.00665533667426921,10611.8,0.95,-5.70184,5.0301,NA,NA,NA,NA,NA,NA,NA
"b[215] Middle Tennessee State University",2.63378869604976,2.60668,1.94401477546387,11402.3,0.95,-1.89679,6.87215,NA,NA,NA,NA,NA,NA,NA
"b[216] Midwest Survey and Research",-0.762541595390964,-0.758249,-0.832758736024937,11001,0.95,-5.58156,4.06185,NA,NA,NA,NA,NA,NA,NA
"b[217] Millersville University",-7.25890621043542,-7.24799,-7.31272192606761,11001,0.95,-11.5344,-3.19477,NA,NA,NA,NA,NA,NA,NA
"b[218] Minnesota State University Moorhead",3.62653510961731,3.63961,3.87508106285889,11001,0.95,-0.7274,8.16586,NA,NA,NA,NA,NA,NA,NA
"b[219] Missouri State University",2.06732350548941,2.04034,1.85809398626673,11001,0.95,-2.63132,7.04756,NA,NA,NA,NA,NA,NA,NA
"b[220] Mitchell Research & Communications",0.997622031217344,0.999556,1.14164335190627,11001,0.95,-0.70094,2.75339,NA,NA,NA,NA,NA,NA,NA
"b[221] Momentum Analysis",2.96155474022998,2.93642,2.73960464176831,11001,0.95,-1.88216,7.80427,NA,NA,NA,NA,NA,NA,NA
"b[222] Monmouth University",1.42441699799988,1.42136,1.49657392577394,10875.9,0.95,0.162355,2.83061,NA,NA,NA,NA,NA,NA,NA
"b[223] Montana State University Billings",1.99581345601473,2.02162,2.2872017657664,11001,0.95,-1.59187,5.69573,NA,NA,NA,NA,NA,NA,NA
"b[224] Moore Information",-3.46204448307848,-3.46941,-3.48835737847636,11001,0.95,-6.75548,-0.202969,NA,NA,NA,NA,NA,NA,NA
"b[225] Morning Consult",0.283556733407508,0.283631,0.548912796224247,11001,0.95,-2.68069,3.31018,NA,NA,NA,NA,NA,NA,NA
"b[226] MRG Research",-5.20887274420507,-5.20723,-5.06531700154394,11001,0.95,-7.48129,-2.878,NA,NA,NA,NA,NA,NA,NA
"b[227] MSR Group",1.69807696395146,1.68291,1.65096653748612,11001,0.95,-3.05787,6.67002,NA,NA,NA,NA,NA,NA,NA
"b[228] Muhlenberg College",-0.57840489242887,-0.581093,-0.722071686996202,11001,0.95,-2.53779,1.52306,NA,NA,NA,NA,NA,NA,NA
"b[229] Multi-Quest International",0.270479040298955,0.275917,0.324286623896052,11001,0.95,-4.98193,5.55803,NA,NA,NA,NA,NA,NA,NA
"b[230] National Journal",-0.79254091544596,-0.798801,-0.784863278465497,10659.2,0.95,-3.77521,2.05396,NA,NA,NA,NA,NA,NA,NA
"b[231] National Research Inc.",-2.6550691831129,-2.66109,-2.80608634136249,11001,0.95,-6.2025,1.12128,NA,NA,NA,NA,NA,NA,NA
"b[232] NBC News/The Wall Street Journal",0.856053092358876,0.848945,0.680805461679552,11001,0.95,-1.25953,2.97927,NA,NA,NA,NA,NA,NA,NA
"b[233] Neighbor",-5.03128574592492,-5.00479,-5.16000663543782,11336.5,0.95,-11.1384,1.24341,NA,NA,NA,NA,NA,NA,NA
"b[234] Neighborhood Research and Media",-1.07740869988737,-1.08663,-0.984832816176986,11001,0.95,-7.29569,4.86355,NA,NA,NA,NA,NA,NA,NA
"b[235] New England College",-3.06425942242796,-3.05935,-3.13119041400478,10294.7,0.95,-5.49394,-0.607999,NA,NA,NA,NA,NA,NA,NA
"b[236] Nielson Brothers Polling",9.34614933551495,9.35309,9.43668194296212,11001,0.95,6.01594,12.7788,NA,NA,NA,NA,NA,NA,NA
"b[237] Normington, Petts & Associates",1.89937115884438,1.87434,1.7294034058981,11001,0.95,-1.18525,5.29193,NA,NA,NA,NA,NA,NA,NA
"b[238] North Star Opinion Research/Ayres, McHenry & Associates",-2.69707848592397,-2.7218,-2.90770318847095,11001,0.95,-6.77624,1.06584,NA,NA,NA,NA,NA,NA,NA
"b[239] Northern Arizona University",-2.24188072557649,-2.21917,-2.24966337957211,11583.8,0.95,-6.72726,2.02851,NA,NA,NA,NA,NA,NA,NA
"b[240] NPR",0.339877302244978,0.345296,0.139058673186055,11187.2,0.95,-4.24853,5.15116,NA,NA,NA,NA,NA,NA,NA
"b[241] NRECA Market Research",1.72452514736511,1.76142,2.08184940260101,10508,0.95,-4.21451,8.08949,NA,NA,NA,NA,NA,NA,NA
"b[242] Odney",0.55103938811908,0.540493,0.665583108809761,11300.7,0.95,-5.36598,6.69599,NA,NA,NA,NA,NA,NA,NA
"b[243] Ogden & Fry",-0.265096841931806,-0.243168,0.175759371332372,11001,0.95,-5.84508,4.86239,NA,NA,NA,NA,NA,NA,NA
"b[244] OH Predictive Insights",-3.57194568159322,-3.56311,-3.38103247420086,11001,0.95,-7.80877,0.997281,NA,NA,NA,NA,NA,NA,NA
"b[245] Ohio State University",-1.11292553788646,-1.06553,-0.863452639775824,11001,0.95,-7.01675,5.00846,NA,NA,NA,NA,NA,NA,NA
"b[246] Ohio University",3.82434000421453,3.79731,3.67702280575117,11001,0.95,-1.2407,9.49119,NA,NA,NA,NA,NA,NA,NA
"b[247] Old Dominion University",1.18585288473775,1.13553,0.840384650451758,11729.8,0.95,-4.91147,7.23433,NA,NA,NA,NA,NA,NA,NA
"b[248] OnMessage Inc.",-4.37597689370057,-4.385,-4.69310473011524,11001,0.95,-7.50409,-1.37506,NA,NA,NA,NA,NA,NA,NA
"b[249] OnPoint",0.821548721285265,0.830839,0.833523035828346,11001,0.95,-3.45664,5.2928,NA,NA,NA,NA,NA,NA,NA
"b[250] Opinion Consultants",-3.07850421406299,-3.09708,-3.1428542942245,11001,0.95,-8.39671,2.17462,NA,NA,NA,NA,NA,NA,NA
"b[251] Opinion Research Associates",6.29683460058177,6.29638,6.17508804724739,11001,0.95,3.53581,9.08019,NA,NA,NA,NA,NA,NA,NA
"b[252] Opinion Savvy/InsiderAdvantage",1.41493753615035,1.4187,1.29783628972462,11001,0.95,-0.348261,3.10252,NA,NA,NA,NA,NA,NA,NA
"b[253] OpinionWorks",-2.41213597799298,-2.36897,-2.13025492387342,11001,0.95,-6.19242,1.6368,NA,NA,NA,NA,NA,NA,NA
"b[254] Optimus",-3.5630858808681,-3.58523,-3.68745887965825,11001,0.95,-6.49071,-0.813149,NA,NA,NA,NA,NA,NA,NA
"b[255] Orion Strategies",0.654335917369603,0.635506,0.382045268615668,11479.9,0.95,-4.08296,5.5662,NA,NA,NA,NA,NA,NA,NA
"b[256] Pacific Market Research",-3.50529535223598,-3.49774,-2.50819031609058,9400.4,0.95,-8.99465,1.68427,NA,NA,NA,NA,NA,NA,NA
"b[257] Pan Atlantic Research",2.04522911886474,2.05091,2.00305933235624,11001,0.95,-0.594032,4.76468,NA,NA,NA,NA,NA,NA,NA
"b[258] Pew Research Center",1.6086124580719,1.60685,1.61618434039356,10414.8,0.95,-0.502614,3.80637,NA,NA,NA,NA,NA,NA,NA
"b[259] Pharos Research Group",1.20315697446591,1.20945,1.14758453922388,11001,0.95,-0.666282,3.13532,NA,NA,NA,NA,NA,NA,NA
"b[260] Polling Company/Global Strategy Group (Hotline Bullseye)",-2.88103458060403,-2.88417,-2.55658504593279,10759.8,0.95,-7.33299,1.40253,NA,NA,NA,NA,NA,NA,NA
"b[261] Potomac Incorporated",-2.46693213404677,-2.49324,-2.59480445375871,11001,0.95,-6.27251,1.54797,NA,NA,NA,NA,NA,NA,NA
"b[262] Praecones Analytica",-1.17467012979547,-1.16525,-1.21285607867896,11001,0.95,-6.04591,3.79117,NA,NA,NA,NA,NA,NA,NA
"b[263] Princeton Survey Research Associates International",0.84848259417303,0.84939,0.743336462313292,11001,0.95,-1.10301,2.69082,NA,NA,NA,NA,NA,NA,NA
"b[264] Probolsky Research",-4.39728459027066,-4.38269,-4.24616506919173,11001,0.95,-9.40457,0.279488,NA,NA,NA,NA,NA,NA,NA
"b[265] PSB Research",5.86854948095628,5.86062,5.72847254165052,11354.8,0.95,3.36745,8.25469,NA,NA,NA,NA,NA,NA,NA
"b[266] PSI",-1.04922085057246,-1.05086,-1.23478285503881,11813.2,0.95,-6.97486,5.05976,NA,NA,NA,NA,NA,NA,NA
"b[267] Public Opinion Strategies",-2.59406437332061,-2.59955,-2.63175797676449,11001,0.95,-4.04556,-1.20958,NA,NA,NA,NA,NA,NA,NA
"b[268] Public Policy Institute of California",-3.75951429375057,-3.74355,-3.53378381158869,11001,0.95,-6.96909,-0.627814,NA,NA,NA,NA,NA,NA,NA
"b[269] Public Policy Polling",0.0503688634687083,0.0486828,0.00700519759691565,10688.4,0.95,-0.647362,0.765782,NA,NA,NA,NA,NA,NA,NA
"b[270] Public Religion Research Institute",0.0316836661098809,0.0737354,0.159925611393781,11001,0.95,-5.98213,6.10953,NA,NA,NA,NA,NA,NA,NA
"b[271] Purple Strategies",-2.04686777549023,-2.05771,-2.07467085447629,11001,0.95,-6.6176,2.16282,NA,NA,NA,NA,NA,NA,NA
"b[272] Quinnipiac University",-0.0994434925127625,-0.103685,-0.160786121950359,10603,0.95,-1.04939,0.843941,NA,NA,NA,NA,NA,NA,NA
"b[273] RABA Research",1.92823317599323,1.94291,2.18973556723854,11773.5,0.95,-4.28495,7.81049,NA,NA,NA,NA,NA,NA,NA
"b[274] Rainmaker Media Group",3.41978274555277,3.41139,3.55793721234782,11001,0.95,-2.68274,9.45985,NA,NA,NA,NA,NA,NA,NA
"b[275] RAND (American Life Panel)",0.716055760668939,0.71108,0.547076553448939,11001,0.95,-3.51853,5.27755,NA,NA,NA,NA,NA,NA,NA
"b[276] Rasmussen Reports/Pulse Opinion Research",-1.86765884346878,-1.86663,-1.84523415659496,9345.3,0.95,-2.39822,-1.32638,NA,NA,NA,NA,NA,NA,NA
"b[277] RBI Strategies & Research",-0.26979220315035,-0.228059,-0.187563943281562,10041.2,0.95,-6.25385,5.85739,NA,NA,NA,NA,NA,NA,NA
"b[278] Red Sea Communications",-1.40621378655113,-1.42447,-1.75659828588651,11001,0.95,-7.49481,4.30774,NA,NA,NA,NA,NA,NA,NA
"b[279] Remington Research Group",1.58892857664612,1.58968,1.61235323124336,11001,0.95,-0.231485,3.35594,NA,NA,NA,NA,NA,NA,NA
"b[280] Research & Polling Inc.",-1.9280383296786,-1.93405,-2.01539820417587,11001,0.95,-3.85846,0.0124474,NA,NA,NA,NA,NA,NA,NA
"b[281] Research 2000",1.22064758639642,1.22492,1.27362996478782,11001,0.95,0.449614,1.9585,NA,NA,NA,NA,NA,NA,NA
"b[282] Research America Inc.",0.394661234133533,0.389098,0.367437111750029,11001,0.95,-6.07169,6.24254,NA,NA,NA,NA,NA,NA,NA
"b[283] Research Co.",-1.22636120018026,-1.21239,-0.951940925739283,11001,0.95,-3.69883,1.09602,NA,NA,NA,NA,NA,NA,NA
"b[284] Revily",-0.246954159459713,-0.306365,-0.67625729579075,11001,0.95,-6.44759,5.65964,NA,NA,NA,NA,NA,NA,NA
"b[285] Rhode Island College",-1.16460847261867,-1.19619,-1.48949595361259,12070.9,0.95,-5.33742,3.60542,NA,NA,NA,NA,NA,NA,NA
"b[286] Rice University",2.53178854190998,2.50116,2.29706771651406,10588.7,0.95,-2.84301,7.7684,NA,NA,NA,NA,NA,NA,NA
"b[287] Richard Day Research Inc.",-2.60147367177529,-2.58407,-2.32282979023644,11001,0.95,-5.64,0.514338,NA,NA,NA,NA,NA,NA,NA
"b[288] Richmond Times-Dispatch",1.62487734555077,1.61494,1.90140300778804,11001,0.95,-2.81223,5.97602,NA,NA,NA,NA,NA,NA,NA
"b[289] Riggs Research Services",9.68853572189801,9.59306,9.25465033057764,11001,0.95,3.41821,16.1628,NA,NA,NA,NA,NA,NA,NA
"b[290] Riley Research Associates",-0.692179504675666,-0.695885,-0.704055880477212,11437.2,0.95,-4.4269,2.98739,NA,NA,NA,NA,NA,NA,NA
"b[291] Rivercity Polling",-2.07112134505709,-2.03224,-1.69030443684827,11001,0.95,-8.41417,3.97587,NA,NA,NA,NA,NA,NA,NA
"b[292] RKM Research and Communications Inc.",-0.682833075703027,-0.692533,-0.804140614088462,11001,0.95,-2.99203,1.78088,NA,NA,NA,NA,NA,NA,NA
"b[293] RMS Research",-1.17217546374639,-1.16984,-1.28576850917574,10674.2,0.95,-6.40198,4.25681,NA,NA,NA,NA,NA,NA,NA
"b[294] Roanoke College",1.21340253095182,1.20042,1.04418097045046,11001,0.95,-1.63535,4.12018,NA,NA,NA,NA,NA,NA,NA
"b[295] Rossman Group",1.1273087435515,1.09929,0.97687567026518,11259.2,0.95,-4.91839,7.1602,NA,NA,NA,NA,NA,NA,NA
"b[296] RRH Elections",1.11432545836553,1.10689,1.1655289207576,11001,0.95,-2.1431,4.41912,NA,NA,NA,NA,NA,NA,NA
"b[297] RT Strategies",1.75181015358504,1.75465,1.99596057373447,10683.8,0.95,0.0157567,3.40893,NA,NA,NA,NA,NA,NA,NA
"b[298] Rutgers University",-0.397008556009726,-0.385714,-0.241249566799838,11001,0.95,-3.14722,2.40981,NA,NA,NA,NA,NA,NA,NA
"b[299] Sacred Heart University",-1.70289646896918,-1.70529,-1.90371559955124,11001,0.95,-7.70925,4.31663,NA,NA,NA,NA,NA,NA,NA
"b[300] Saguaro Strategies",2.10791115906778,2.08333,2.28092365796011,10568.2,0.95,-3.22974,7.53094,NA,NA,NA,NA,NA,NA,NA
"b[301] Saint Leo University",5.81684067247159,5.81092,6.16597738563862,11001,0.95,1.95285,9.7793,NA,NA,NA,NA,NA,NA,NA
"b[302] Schoen Consulting",-0.769342484736933,-0.752673,-0.485974782477365,11364.8,0.95,-6.74317,5.18158,NA,NA,NA,NA,NA,NA,NA
"b[303] Scripps Howard",-1.65434979728416,-1.63484,-1.44625828735374,11001,0.95,-5.6834,2.47261,NA,NA,NA,NA,NA,NA,NA
"b[304] SEA Polling & Strategic Design",1.4782047755545,1.45795,1.28338331216855,11001,0.95,-1.66187,4.71711,NA,NA,NA,NA,NA,NA,NA
"b[305] Selzer & Co.",-0.167008907880885,-0.168025,-0.150668523738974,10677.2,0.95,-2.20423,1.76212,NA,NA,NA,NA,NA,NA,NA
"b[306] Siena College",-1.35018609600282,-1.34844,-1.36040316350291,11001,0.95,-2.9713,0.222185,NA,NA,NA,NA,NA,NA,NA
"b[307] Siena College/The New York Times Upshot",-0.709457338150168,-0.717854,-0.773983479794596,11001,0.95,-2.15728,0.708218,NA,NA,NA,NA,NA,NA,NA
"b[308] Singularis Group",-0.25885821649261,-0.23698,0.558294742280864,11001,0.95,-6.40555,5.6195,NA,NA,NA,NA,NA,NA,NA
"b[309] Slingshot Strategies",2.54004197701271,2.5197,2.53567604752323,11411.2,0.95,-3.41856,8.7138,NA,NA,NA,NA,NA,NA,NA
"b[310] SMS Research & Marketing Services Inc.",-2.74701894594591,-2.71902,-2.22389267234454,11001,0.95,-8.02187,2.64443,NA,NA,NA,NA,NA,NA,NA
"b[311] SocialSphere",-2.90875096682765,-2.87298,-2.69989746398851,11001,0.95,-8.27179,2.43065,NA,NA,NA,NA,NA,NA,NA
"b[312] SoonerPoll.com",4.38430463725116,4.38019,4.38917538368042,11001,0.95,1.79243,7.05543,NA,NA,NA,NA,NA,NA,NA
"b[313] Southeastern Louisiana University",0.121698571934515,0.107533,0.0570822667053701,11001,0.95,-3.45576,3.50526,NA,NA,NA,NA,NA,NA,NA
"b[314] Southern Media & Opinion Research",-0.758110211425598,-0.763294,-0.962378907427696,11001,0.95,-4.41742,2.84497,NA,NA,NA,NA,NA,NA,NA
"b[315] Southern Opinion Research",0.246891472031997,0.229047,0.142656523627034,11001,0.95,-5.29233,5.37666,NA,NA,NA,NA,NA,NA,NA
"b[316] Spry Strategies",-1.66134173116835,-1.64092,-1.26138569560633,11001,0.95,-7.70166,4.57038,NA,NA,NA,NA,NA,NA,NA
"b[317] SSRS",2.19610155555322,2.19677,2.34578645773178,11001,0.95,-0.452182,4.75522,NA,NA,NA,NA,NA,NA,NA
"b[318] St. Cloud State University",1.31171344261921,1.31271,1.51767617248565,11060.5,0.95,-2.13838,4.4786,NA,NA,NA,NA,NA,NA,NA
"b[319] St. Norbert College",0.491444823312608,0.501551,0.528556496755681,11001,0.95,-2.61024,3.54332,NA,NA,NA,NA,NA,NA,NA
"b[320] St. Pete Polls",-1.1286255642587,-1.13315,-1.17444037690771,11001,0.95,-3.46954,1.22738,NA,NA,NA,NA,NA,NA,NA
"b[321] Star Tribune",3.93691804784474,3.92959,3.72645637748291,11001,0.95,0.94007,6.81213,NA,NA,NA,NA,NA,NA,NA
"b[322] Starboard Communications",0.881082830998455,0.886059,1.1548724494766,11001,0.95,-5.25775,6.76078,NA,NA,NA,NA,NA,NA,NA
"b[323] Stockton University",1.57556768886438,1.58085,1.6271014300258,11001,0.95,-1.41619,4.93163,NA,NA,NA,NA,NA,NA,NA
"b[324] Strategic National",0.186908135380693,0.185106,0.78666229760225,11001,0.95,-5.29189,5.31545,NA,NA,NA,NA,NA,NA,NA
"b[325] Strategic Research Associates",1.06978944707595,1.0842,1.07867767712407,11445.5,0.95,-2.96584,5.25352,NA,NA,NA,NA,NA,NA,NA
"b[326] Strategic Services",1.74226810679338,1.76077,2.11425050729459,11001,0.95,-4.01771,6.8042,NA,NA,NA,NA,NA,NA,NA
"b[327] Strategic Vision LLC",-2.45216242932461,-2.4519,-2.42398890137831,10764.2,0.95,-3.54416,-1.36009,NA,NA,NA,NA,NA,NA,NA
"b[328] Strategies 360",-0.540807700752386,-0.543063,-0.309132406708898,11001,0.95,-5.01901,3.99898,NA,NA,NA,NA,NA,NA,NA
"b[329] Strategy Research",-2.53054623499091,-2.5356,-2.1784538643961,11001,0.95,-8.52073,3.63563,NA,NA,NA,NA,NA,NA,NA
"b[330] Suffolk University",0.643026668947332,0.644109,0.765312107594775,11001,0.95,-0.8884,2.20938,NA,NA,NA,NA,NA,NA,NA
"b[331] SurveyMonkey",5.18125617034815,5.18052,5.17247702574444,10684.5,0.95,4.35104,6.04461,NA,NA,NA,NA,NA,NA,NA
"b[332] SurveyUSA",-0.210759974955022,-0.212363,-0.216128908237794,9689.6,0.95,-0.736693,0.312075,NA,NA,NA,NA,NA,NA,NA
"b[333] Susquehanna Polling & Research Inc.",1.2938475826863,1.28433,1.23163325072583,11001,0.95,-0.597928,3.23077,NA,NA,NA,NA,NA,NA,NA
"b[334] Talmey-Drake Research & Strategy Inc.",-1.64318400846678,-1.63879,-1.57882004697282,11758.3,0.95,-5.11002,1.46419,NA,NA,NA,NA,NA,NA,NA
"b[335] Target Insyght",-2.64323850412244,-2.64266,-2.97118641256785,11001,0.95,-7.37219,1.58164,NA,NA,NA,NA,NA,NA,NA
"b[336] TargetSmart/William & Mary",2.72733368880084,2.72178,2.30554565122139,11001,0.95,-1.78558,7.94274,NA,NA,NA,NA,NA,NA,NA
"b[337] Targoz Market Research",4.23827297516735,4.2299,4.36210845956812,11001,0.95,0.625041,8.03956,NA,NA,NA,NA,NA,NA,NA
"b[338] Tarrance Group",-2.50727607331515,-2.49981,-2.38999504536618,11001,0.95,-4.70807,-0.367673,NA,NA,NA,NA,NA,NA,NA
"b[339] TCJ Research",-5.78180012271612,-5.78401,-5.79795264531063,11001,0.95,-6.78257,-4.69782,NA,NA,NA,NA,NA,NA,NA
"b[340] Temple University",-1.85242593437106,-1.85891,-1.91088063125354,11001,0.95,-5.96665,2.31693,NA,NA,NA,NA,NA,NA,NA
"b[341] The Polling Company Inc.",-3.78319307114899,-3.7839,-3.55581257519306,10783.9,0.95,-7.48906,-0.0392075,NA,NA,NA,NA,NA,NA,NA
"b[342] The Tyson Group",-0.355689139749832,-0.34593,-0.253983908807425,11001,0.95,-3.61794,2.76705,NA,NA,NA,NA,NA,NA,NA
"b[343] Thirty-Ninth Street Strategies",-0.615394215181983,-0.61997,-0.767333312894936,11001,0.95,-6.65831,5.59771,NA,NA,NA,NA,NA,NA,NA
"b[344] TMR Research",3.38700433507172,3.33907,2.97125722811624,10492.8,0.95,-1.96961,8.72407,NA,NA,NA,NA,NA,NA,NA
"b[345] TP Research",-7.16143764144987,-7.10489,-6.76928729170378,10610.6,0.95,-12.5923,-1.61704,NA,NA,NA,NA,NA,NA,NA
"b[346] Trafalgar Group",-1.65438738060579,-1.65082,-1.67979214147535,11001,0.95,-3.53968,0.199136,NA,NA,NA,NA,NA,NA,NA
"b[347] Triumph Campaigns",-1.30862949141272,-1.2908,-1.47507980546133,11001,0.95,-7.51065,4.68773,NA,NA,NA,NA,NA,NA,NA
"b[348] Tulchin Research",-0.633681541870366,-0.634661,-0.572223808967836,11001,0.95,-5.42788,4.3951,NA,NA,NA,NA,NA,NA,NA
"b[349] Tulsa Surveys",-3.59276450606345,-3.57337,-3.53111033127809,10640.2,0.95,-9.57408,2.53837,NA,NA,NA,NA,NA,NA,NA
"b[350] University of Alabama at Birmingham",-5.54747846141714,-5.53246,-5.27933701855718,11001,0.95,-10.8181,-0.0814055,NA,NA,NA,NA,NA,NA,NA
"b[351] University of Arkansas",2.7060438316144,2.70174,2.58205832605291,11001,0.95,-1.09029,6.67096,NA,NA,NA,NA,NA,NA,NA
"b[352] University of California, Berkeley",-1.77567835787719,-1.73365,-1.52530278552217,11156.7,0.95,-8.14805,4.03467,NA,NA,NA,NA,NA,NA,NA
"b[353] University of Cincinnati (Ohio Poll)",-3.25410104482774,-3.25559,-3.04406055483125,11001,0.95,-5.24855,-1.3358,NA,NA,NA,NA,NA,NA,NA
"b[354] University of Colorado",2.90783574568039,2.87934,2.68539420328041,11001,0.95,-2.55596,8.18319,NA,NA,NA,NA,NA,NA,NA
"b[355] University of Connecticut",-1.94173893802645,-1.9352,-2.1290311822951,10498.7,0.95,-5.60576,1.78307,NA,NA,NA,NA,NA,NA,NA
"b[356] University of Denver",-0.556145904296246,-0.535907,-0.375514865146055,11001,0.95,-5.95941,4.71893,NA,NA,NA,NA,NA,NA,NA
"b[357] University of Florida",0.189081786830743,0.180839,-0.0662008641525436,11001,0.95,-6.01655,6.20393,NA,NA,NA,NA,NA,NA,NA
"b[358] University of Georgia",-2.00346628320825,-2.01269,-2.30161991400572,11001,0.95,-7.14663,3.52838,NA,NA,NA,NA,NA,NA,NA
"b[359] University of Illinois at Chicago",-4.14907421995455,-4.13853,-3.82436462673282,11001,0.95,-10.17,1.93519,NA,NA,NA,NA,NA,NA,NA
"b[360] University of Iowa",-1.9967354065015,-1.98932,-1.96492169874976,11001,0.95,-7.82864,4.25695,NA,NA,NA,NA,NA,NA,NA
